11302	0.770193995	0.817798838	0.725692586	0.78549747	1.019403424	0.722806054	0.410606113
11303	0.976832232	1.291345222	1.572412071	1.485532887	2.417355494	1.869393076	1.089397475
11306	1.186626389	1.10969486	1.176658304	1.209269033	0.959431371	0.930007748	1.273597958
11307	1.017279178	0.791787647	0.387803475	0.435555689	0.557025981	0.534345466	0.513252241
11308	0.919392148	1.099850746	1.498618238	1.535420802	1.225761837	1.326744553	1.075541057
11350	1.02315465	0.967790848	0.921617391	0.862712569	1.013632333	0.934053656	0.97193807
11352	1.000571429	1.034642356	1.03777094	1.090713983	1.090569582	1.109790223	1.731861986
11364	0.984452254	0.830967776	0.579351186	0.568892529	0.773824277	0.6318635	0.41775498
11421	1.090584416	0.986706425	0.864832313	1.035638958	0.941218918	0.984392973	0.976784225
11430	0.846981218	0.997915027	0.958244765	0.914072458	1.323819613	1.315837217	1.567673914
11433	1.090690755	1.245850673	1.474863089	1.514890486	1.224353627	1.107921026	1.12153893
11434	1.073774695	1.01861216	1.144043187	1.504715901	1.356938422	1.537954458	1.674307361
11444	1.025629096	0.971752321	0.81697045	0.830231266	0.801399249	0.698580608	0.588949508
11461	1.120166698	1.183323859	1.126802689	1.487719909	1.867864534	1.892628595	1.631056212
11464	0.931673932	0.989420286	0.998430988	1.344139851	1.41950647	1.574913423	1.813592371
11465	1.070184367	1.467615509	1.396162101	2.206281352	3.208053103	2.290427032	1.620527188
11468	1.134834569	1.31264432	1.298422126	1.47385161	1.94187938	2.361770194	2.072132722
11475	1.063758723	1.169363296	1.139076593	1.35803463	1.669687271	1.962514821	1.899324089
11480	1.020845506	1.183994699	1.134801314	1.07617695	1.147873215	1.275602531	1.897160207
11481	1.10996741	0.961538573	0.744881696	0.68723078	0.77972722	0.734277073	0.799432594
11482	0.95545572	0.96177583	1.050881744	1.161883608	1.4217259	1.705755624	2.299800879
11486	1.248208297	1.412852925	1.139533797	0.894967971	0.988485583	0.968480595	1.096347043
11490	0.902229955	0.989278031	0.796570495	0.834550063	0.978825348	1.00364475	1.344372668
11491	1.023306757	1.09799647	1.23122214	1.032009513	0.533577759	0.538757853	0.613085378
11498	1.133230294	1.078175404	1.066045066	1.012624004	0.890303566	0.943209651	0.799309587
11501	0.905064982	0.729907659	0.969005737	0.491254976	1.129979348	2.150084938	2.891623276
11504	1.36211523	2.208909992	1.675264418	1.143959128	1.898234892	1.902159121	2.567847567
11515	0.935802595	0.890685048	0.729938438	0.568188794	0.686520042	0.800692929	1.005540918
11520	0.777781783	0.799677099	0.980402852	1.293998824	4.286888148	2.653755152	1.738761642
11532	0.899882977	0.922995574	0.632098054	0.60919423	0.953708142	0.6745303	0.804696865
11535	0.930071179	1.177339058	1.292259581	1.422423082	0.824259231	0.805029637	0.934941012
11538	0.998893086	0.971295715	0.911605461	0.852998845	0.905251907	0.736476703	0.490629919
11540	0.929900073	1.035919395	1.460461042	1.596481044	1.304971145	1.297533645	2.064538948
11541	1.008096191	1.65090639	2.949113415	3.901049284	3.958904854	4.548056396	3.052793096
11542	0.963530407	0.983926117	0.965400937	1.132855149	1.612871479	1.478770748	1.227313693
11544	0.94796561	1.051610618	0.925414865	1.144510409	1.407948371	1.60439414	2.171991888
11545	1.133362712	1.023706076	0.980315327	0.718676671	0.521661371	0.520886255	0.453360158
11550	0.96124896	0.79525995	0.763844905	1.387803266	1.166818981	1.084691053	1.006085349
11552	0.956091357	1.007175899	1.047106466	1.19736025	1.346801091	1.24551081	1.659501575
11555	1.099114924	0.564333752	0.773952967	0.448999785	0.381071143	0.489739543	0.476879444
11564	0.972256312	0.879670063	0.896041686	0.788492394	0.61187852	0.668109145	0.667804415
11565	1.221807054	1.129917685	0.931170347	0.8448176	0.452883949	0.293730894	0.401096567
11567	0.93472156	0.972685955	0.953853336	0.946065374	1.063657658	0.906036197	0.925504851
11569	0.980520609	1.12964037	1.440752517	1.263603441	0.841326566	0.874639071	0.853058024
11576	0.994645254	1.096243784	1.182882703	1.43159535	1.026590971	1.297065799	1.96518505
11600	0.945916263	0.959763103	1.03012816	1.011207689	1.010492766	1.074766856	1.071579409
11601	1.12686098	0.937200735	0.579366542	0.192536708	0.204503712	0.342052836	0.365580771
11603	1.072413874	1.079412084	1.713018761	2.401953813	1.421529912	2.129951698	3.114589656
11605	1.035496214	1.038219283	0.939480312	0.875820009	1.049804992	1.020556367	1.081470075
11610	1.044465427	1.009604461	1.116361789	1.430457061	1.383043927	1.525494993	2.153822281
11624	1.036481897	0.727589	0.550620325	0.595892838	0.809321426	0.72177109	0.567946508
11629	0.982440408	1.051746331	1.153604246	1.462714576	1.752143494	1.895900937	2.455709373
11636	1.119528608	0.96417716	1.00065199	0.998658557	0.756466288	0.667245976	0.64869145
11637	0.857817846	0.969611604	0.764561801	0.975595173	1.066892109	0.60844803	0.661747647
11640	0.982003771	0.850862547	0.704165577	0.625764779	0.632335509	0.583350569	0.491001757
11641	0.894226475	1.045660076	1.355637712	1.128057057	0.985787891	0.873068475	0.75458673
11642	0.989377272	0.976114231	0.982240135	1.423539174	1.090476502	1.19141095	1.060145146
11652	0.964130867	0.890088133	0.950942395	0.958373293	0.964103397	0.879200772	1.375441318
11655	1.062171037	1.215725016	1.529096132	1.381493483	1.359626349	1.344866352	1.139623096
11658	0.837599958	1.099106313	0.970836605	1.079954129	1.640635959	1.58934883	3.427936519
11676	1.050085545	0.94347975	1.018346	0.945616408	0.729923338	0.561363118	0.374327732
11682	1.044962296	1.032951755	1.16481443	0.955500331	0.999040307	1.164295706	1.003294886
11686	1.030262167	1.023991705	1.002311443	1.105669154	1.261033021	1.488194464	1.768800117
11689	1.045070465	1.027874425	1.075279848	0.794462489	0.402883495	0.236741613	0.308711905
11690	0.969339357	0.996719238	1.03667936	0.914846842	0.810988388	1.049895407	1.571542147
11699	1.09323416	1.067631961	1.194087633	1.243291181	1.069681452	0.913600063	0.913130705
11732	0.780332497	0.827773137	0.844921144	0.595243938	0.496690859	0.378930862	0.259144425
11745	0.829144258	0.982344895	0.990840126	1.520754895	4.330836261	3.821380895	1.761157846
11747	1.033290894	1.395191387	1.469589951	1.190610159	1.155346808	0.948602745	1.308741372
11749	0.917847963	0.859900797	0.9654743	1.26744591	2.875280764	2.777785576	2.489954217
11750	1.2601906	2.353202804	2.357212491	1.983443246	2.037297084	1.888541788	1.029573627
11770	1.296649432	2.652864649	2.104070977	2.36552581	3.005948176	4.164883116	3.383110843
11772	0.958122717	0.916654264	0.884266956	0.842599269	0.920038913	0.888792501	1.308440142
11773	0.753002003	0.922405827	0.846628857	1.034719695	1.169067296	1.138506922	1.739634259
11774	1.04311689	1.031731306	1.234985248	1.289041235	1.46610455	1.244929077	1.08983667
11777	0.860065099	0.941475786	1.007976709	1.229318601	1.409395912	1.768045992	1.936094459
11781	0.996802723	0.871491989	0.787419324	0.650787558	0.799901852	0.868860099	0.844721598
11783	1.007714872	1.10488247	0.999083151	1.076407131	1.107530047	1.070859727	1.428137629
11792	1.012634246	0.937550522	0.64583774	0.647209005	0.403315266	0.409047668	0.23648644
11796	1.81995729	1.825654833	1.466517645	1.423686779	1.463386466	1.466130494	0.82441528
11797	1.136624953	1.412052771	1.505691247	1.212338367	0.884714854	1.158353309	1.239607158
11798	1.139580579	1.176055883	1.336679152	1.843057079	1.472989632	1.561349789	1.254385836
11799	1.143093804	1.021297361	0.993447449	0.627836015	0.372265842	0.253303684	0.118117867
